lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MD05155&tabIndex=1,H2MD05155,"HOYER, STENY",H,MD,5,DEM,INCUMBENT,4201 NORTHVIEW DRIVE,SUITE 220,BOWIE,MD,20716,"$60,800.00",$714.52,"$61,514.52",,"$299,200.00",,"$360,714.52","$15,471.88",,,,$200.00,,,$3.47,"$376,389.87","$181,693.72",,,,,,,,,,,"$332,318.98","$514,012.70","$692,678.68","$555,055.85","$360,714.52","$181,493.72",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NC08185&tabIndex=1,H2NC08185,"HUDSON, RICHARD L. JR.",H,NC,8,REP,INCUMBENT,PO BOX 5053,,CONCORD,NC,28027,"$179,850.00","$2,326.00","$182,176.00",,"$139,500.00",,"$321,676.00","$17,197.85",,,,"$1,517.20",,,,"$340,391.05","$102,518.54",,,,,,,,,,,,"$102,518.54","$92,829.98","$330,702.49","$321,676.00","$101,001.34",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6KS01146&tabIndex=1,H6KS01146,"HUELSKAMP, TIMOTHY A REP.",H,KS,1,REP,CHALLENGER,P O BOX 410,,FOWLER,KS,678440410,,$255.00,$255.00,,,,$255.00,,,,,,,,$50.77,$305.77,"$4,225.63",,,,,,,,,,,,"$4,225.63","$83,994.73","$80,074.87",$255.00,"$4,225.63","$5,375.72",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA06259&tabIndex=1,H2CA06259,"HUFFMAN, JARED",H,CA,2,DEM,INCUMBENT,P.O. BOX 151563,,SAN RAFAEL,CA,94915,"$112,563.65","$22,633.65","$135,197.30",,"$31,030.00",,"$166,227.30",,,,,$569.86,,,,"$166,797.16","$71,556.26",,,,,,,$100.00,,,$100.00,"$3,764.02","$75,420.28","$600,808.34","$692,185.22","$166,127.30","$70,986.40",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA05114&tabIndex=1,H8VA05114,"HUFFSTETLER, ROGER DEAN RD",H,VA,5,DEM,CHALLENGER,PO BOX 1101,,CHARLOTTESVILLE,VA,22902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MN07304&tabIndex=1,H6MN07304,"HUGHES, DAVID",H,MN,7,REP,CHALLENGER,PO BOX 248,,KARLSTAD,MN,56732,,$475.00,$475.00,,,,$475.00,,"$1,000.00",,"$1,000.00",,,,,"$1,475.00",$538.85,,,,,,,,,,,,$538.85,$271.81,"$1,207.96",$475.00,$538.85,"$1,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX32064&tabIndex=1,H8TX32064,"HUGHLETT, AWBREY TYLER",H,TX,32,DEM,CHALLENGER,1813 W. WALNUT,APT. C,GARLAND,TX,75042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI02094&tabIndex=1,H0MI02094,"HUIZENGA, WILLIAM P",H,MI,2,UNK,INCUMBENT,14071 GEORGIAN BAY DR,,HOLLAND,MI,494247452,"$20,889.21",,"$20,889.21",,"$196,140.02",,"$217,029.23",,,,,$382.50,,,,"$217,411.73","$133,340.19",,,"$6,037.65",,,,$394.14,,,$394.14,"$5,553.00","$145,324.98","$208,310.92","$280,397.67","$216,635.09","$132,957.69",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL14080&tabIndex=1,H0IL14080,"HULTGREN, RANDY",H,IL,14,REP,INCUMBENT,12355 ANDREW STREET,,PLANO,IL,60545,"$32,458.00","$8,416.00","$40,874.00",,"$94,446.00",,"$135,320.00",,,,,,,,,"$135,320.00","$66,923.90",,,,,,,,,,,$100.00,"$67,023.90","$162,199.05","$230,495.15","$135,320.00","$66,923.90",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA52052&tabIndex=1,H8CA52052,"HUNTER, DUNCAN D.",H,CA,50,REP,INCUMBENT,PO BOX 1545,,EL CAJON,CA,920221545,"$39,350.00","$13,501.00","$52,851.00",,"$93,750.00",,"$146,601.00","$12,984.60",,,,"$3,275.00",,,$6.77,"$162,867.37","$181,979.50",,,,,,,,,,,-$85.00,"$181,894.50","$720,060.34","$701,033.21","$146,601.00","$178,704.50",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX23086&tabIndex=1,H0TX23086,"HURD, WILLIAM",H,TX,23,REP,INCUMBENT,PO BOX 761029,,SAN ANTONIO,TX,78245,"$53,134.00","$11,907.00","$65,041.00",,"$242,979.60",,"$308,020.60","$201,728.80",,,,,,,,"$509,749.40","$39,492.12",,,,,,,,,,,,"$39,492.12","$30,146.42","$500,403.70","$308,020.60","$39,492.12","$190,890.84",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8IN00122&tabIndex=1,S8IN00122,"HURT, MARK",S,IN,0,REP,CHALLENGER,PO BOX 2979,,KOKOMO,IN,46904,"$23,100.00","$11,364.00","$34,464.00",,,,"$34,464.00",,"$17,312.00",,"$17,312.00",,,,,"$51,776.00","$50,120.00",,,,$901.00,,$901.00,,,,,,"$51,021.00",,$755.00,"$34,464.00","$50,120.00","$16,411.00",,2015-10-02,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03147&tabIndex=1,H8UT03147,"INGWELL, CARL ADAM MR.",H,UT,3,DEM,,938 E LOWELL AVENUE,#4,SALT LAKE CITY,UT,84102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA48024&tabIndex=1,H0CA48024,"ISSA, DARRELL",H,CA,49,REP,INCUMBENT,PO BOX 760,,VISTA,CA,92085,"$91,900.00","$60,180.02","$152,080.02",,"$168,750.00",,"$320,830.02","$39,067.86",,,,"$7,169.00",,,$5.73,"$367,072.61","$173,513.50",,,,,,,$500.00,,,$500.00,,"$174,013.50","$329,151.63","$522,210.74","$320,330.02","$166,344.50","$57,086.35",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA12239&tabIndex=1,H8CA12239,"JAFFE, STEPHEN R",H,CA,12,DEM,,101 CALIFORNIA STREET SUITE 2710,,SAN FRANCISCO,CA,94111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SC07014&tabIndex=1,H8SC07014,"JAMES, JON",H,SC,7,REP,CHALLENGER,581 CALHOUN DR,,GARDEN CITY,SC,29576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA39133&tabIndex=1,H8CA39133,"JANOWICZ, PHIL ANDREW DR.",H,CA,39,DEM,,19 SYCAMORE LN,,BUENA PARK,CA,90621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA22139&tabIndex=1,H8CA22139,"JANZ, ANDREW",H,CA,22,DEM,,"16633 VENTURA BLVD., #1008",,ENCINO,CA,91436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA01030&tabIndex=1,H8GA01030,"JAWORSKI, RICHARD CHARLES",H,GA,1,DEM,CHALLENGER,1601 BRUCE DRIVE,,SAINT SIMONS INLAND,GA,31522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WA07458&tabIndex=1,H6WA07458,"JAYAPAL, PRAMILA",H,WA,7,DEM,INCUMBENT,3826 SOUTH LUCILE STREET,,SEATTLE,WA,98118,"$234,377.50","$84,253.22","$318,630.72",,"$95,250.00",,"$413,880.72",,,,,,,,$2.00,"$413,882.72","$64,528.16",,,,,,,$550.00,,"$2,000.00","$2,550.00",,"$67,078.16","$27,599.34","$374,403.90","$411,330.72","$64,528.16","$44,546.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NY10092&tabIndex=1,H2NY10092,"JEFFRIES, HAKEEM",H,NY,8,DEM,INCUMBENT,630 WASHINGTON AVE,,BROOKLYN,NY,11238,"$54,350.00",$865.22,"$55,215.22",,"$57,000.00",,"$112,215.22",,,,,$103.00,,,,"$112,318.22","$54,599.95",,,,,,,,,,,"$56,200.00","$110,799.95","$1,011,604.86","$1,013,123.13","$112,215.22","$54,496.95",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4WV03070&tabIndex=1,H4WV03070,"JENKINS, EVAN H",H,WV,3,REP,INCUMBENT,121 OAK LANE,,HUNTINGTON,WV,25701,"$138,056.96","$1,619.00","$139,675.96",,"$227,750.00",,"$367,425.96",,,,,$300.09,,,,"$367,726.05","$46,867.35",,,,,,,,,,,"$2,500.00","$49,367.35","$717,360.11","$1,035,718.81","$367,425.96","$46,567.26","$5,045.46",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OH06189&tabIndex=1,H0OH06189,"JOHNSON, BILL",H,OH,6,REP,INCUMBENT,519 FIFTH STREET,,MARIETTA,OH,45750,"$78,075.00",$330.00,"$78,405.00",,"$119,075.00",,"$197,480.00",,,,,$964.00,,,$0.56,"$198,444.56","$65,555.49",,,,,,,,,,,"$14,000.00","$79,555.49","$685,082.58","$803,971.65","$197,480.00","$64,591.49",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8SD01055&tabIndex=1,H8SD01055,"JOHNSON, DUSTY",H,SD,0,REP,OPEN,501 GREENRIDGE LANE,,MITCHELL,SD,57301,"$107,997.07","$19,426.76","$127,423.83",,,,"$127,423.83",,,,,,,,$13.70,"$127,437.53","$28,221.92",,,,,,,,,,,,"$28,221.92","$103,301.38","$202,516.99","$127,423.83","$28,221.92",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX00015&tabIndex=1,H2TX00015,"JOHNSON, EDDIE BERNICE",H,TX,30,DEM,INCUMBENT,3102 MAPLE AVENUE SUITE 605,,DALLAS,TX,75201,,,,,"$1,000.00",,"$1,000.00",,,,,,,,,"$1,000.00","$34,258.30",,,,,,,,,,,,"$34,258.30","$86,823.05","$53,564.75","$1,000.00","$34,258.30",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6GA04129&tabIndex=1,H6GA04129,"JOHNSON, HENRY C. 'HANK",H,GA,4,DEM,INCUMBENT,4153 FLAT SHOALS PARKWAY,SUITE 322 BLDG C 2ND FLOOR,DECATUR,GA,30034,"$1,275.00",$151.84,"$1,426.84",,"$44,500.00",,"$45,926.84",,,,,,,,,"$45,926.84","$46,151.65",,,,,,,,,,,"$3,300.00","$49,451.65","$70,015.44","$66,490.63","$45,926.84","$46,151.65","$6,211.20",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6LA04138&tabIndex=1,H6LA04138,"JOHNSON, JAMES MICHAEL",H,LA,4,REP,INCUMBENT,5029 WILLOW CHASE DRIVE,,BENTON,LA,71006,"$79,795.00","$3,260.00","$83,055.00",,"$41,500.00",,"$124,555.00",,,,,$562.00,,,,"$125,117.00","$51,699.45",,,,,,,,,,,,"$51,699.45","$196,094.36","$269,511.91","$124,555.00","$51,137.45",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8OH00078&tabIndex=1,S8OH00078,"JONES, DENNIS M MR",S,OH,0,REP,CHALLENGER,6914 PIN OAK DR,,CINCINNATI,OH,45239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00277&tabIndex=1,S6FL00277,"JONES, LATERESA ANN",S,FL,0,REP,CHALLENGER,PO BOX 454,,HAVANA,FL,32333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NY00409&tabIndex=1,S6NY00409,"JONES, RAFAEL ARDEN SR",S,NY,0,REP,CHALLENGER,1765 TOWNSEND AVE APT 5H,,BRONX,NY,10453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NC01081&tabIndex=1,H2NC01081,"JONES, WALTER B.",H,NC,3,REP,INCUMBENT,POST OFFICE BOX 668,,FARMVILLE,NC,27828,"$37,525.00","$9,831.92","$47,356.92",,"$20,000.00","$3,000.00","$70,356.92",,,,,$225.65,,,,"$70,582.57","$48,985.71",,,,,,,,,,,$250.00,"$49,235.71","$105,143.98","$126,490.84","$70,356.92","$48,760.06",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OH04082&tabIndex=1,H6OH04082,"JORDAN, JAMES D.",H,OH,4,REP,INCUMBENT,1709 SOUTH STATE ROUTE 560,,URBANA,OH,43078,"$8,470.00","$1,178.00","$9,648.00",,"$24,100.00",,"$33,748.00",,,,,,,,$102.27,"$33,850.27","$28,395.66",,,"$15,000.00",,,,,,,,,"$43,395.66","$1,313,687.71","$1,304,142.32","$33,748.00","$28,395.66",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NC09107&tabIndex=1,H8NC09107,"JORGENSEN, BRANDON WILLIAM MR.",H,NC,9,DEM,CHALLENGER,4616 WHITEVILLE RD,,ASH,NC,28420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OH14064&tabIndex=1,H2OH14064,"JOYCE, DAVID P",H,OH,14,REP,INCUMBENT,9652 MUSIC ST,,NOVELTY,OH,44072,"$43,550.00","$6,090.49","$49,640.49",,"$98,000.00",,"$147,640.49",,,,,,,,,"$147,640.49","$171,605.22",,,,,,,,,,,$916.40,"$172,521.62","$365,568.73","$340,687.60","$147,640.49","$171,605.22",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY03254&tabIndex=1,H6NY03254,"KAIMAN, JON",H,NY,3,DEM,CHALLENGER,56 CAMBRIDGE ROAD,,GREAT NECK,NY,11023,"$7,500.00",$100.00,"$7,600.00",,,,"$7,600.00",,,,,,,,,"$7,600.00","$14,833.77",,,,,,,,,,,,"$14,833.77","$5,888.33","-$1,345.44","$7,600.00","$14,833.77","$68,340.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2VA00142&tabIndex=1,S2VA00142,"KAINE, TIMOTHY MICHAEL",S,VA,0,DEM,INCUMBENT,PO BOX 12307,,RICHMOND,VA,23241,"$970,093.00","$447,228.00","$1,417,322.00",,"$389,185.00",,"$1,806,508.00","$1,119,089.00",,,,,,,"$2,544.00","$2,928,142.00","$516,942.00",,,,,,,"$26,935.00",,,"$26,935.00","$1,275.00","$545,152.00","$3,120,696.00","$5,503,685.00","$1,779,573.00","$516,942.00",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00477&tabIndex=1,S6CA00477,"KALEMKARIAN, TIMOTHY CHARLES",S,CA,0,REP,CHALLENGER,PO BOX 3272,,WESTLAKE VILLAGE,CA,913590272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OH09031&tabIndex=1,H2OH09031,"KAPTUR, MARCY HON. M.C.",H,OH,9,DEM,INCUMBENT,P.O. BOX 899,,TOLEDO,OH,43697,"$1,250.00",$739.40,"$1,989.40",,"$29,000.00",,"$30,989.40",,,,,,,,$453.00,"$31,442.40","$45,341.55",,,,,,,,,,,"$15,000.00","$60,341.55","$567,207.19","$538,308.04","$30,989.40","$45,341.55",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY24073&tabIndex=1,H4NY24073,"KATKO, JOHN M",H,NY,24,REP,INCUMBENT,5407 ANVIL DRIVE,,CAMILLUS,NY,130318646,"$115,850.00","$13,156.00","$129,006.00",$250.00,"$131,785.00",,"$261,041.00",$92.00,,,,$41.59,,,$9.58,"$261,184.17","$79,168.14",,,,,,,,,,,$250.00,"$79,418.14","$285,701.32","$467,467.35","$261,041.00","$79,126.55",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ04162&tabIndex=1,H8NJ04162,"KEADY, JAMES",H,NJ,4,DEM,CHALLENGER,1120A THIRD AVE,,SPRING LAKE,NJ,7762,"$1,944.00","$4,024.69","$5,968.69",,,,"$5,968.69",,,,,,,,,"$5,968.69",$812.40,,,,,,,$25.00,,,$25.00,$215.00,"$1,052.40","$1,139.03","$6,055.32","$5,943.69",$812.40,"$14,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MA10082&tabIndex=1,H0MA10082,"KEATING, WILLIAM RICHARD",H,MA,9,DEM,INCUMBENT,10 BRIARWOOD LANE,,MONUMENT BEACH,MA,2553,"$14,255.00","$21,964.56","$36,219.56",,"$31,000.00",,"$67,219.56",,,,,,,,,"$67,219.56","$42,550.91",,,,,,,,,,,,"$42,550.91","$802,897.47","$827,566.12","$67,219.56","$42,550.91",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA06211&tabIndex=1,H8GA06211,"KEATLEY, RICHARD",H,GA,6,DEM,OPEN,P.O. BOX 1675,,TUCKER,GA,30085,"$14,890.00","$1,000.00","$15,890.00",,,,"$15,890.00",,,,,,,,,"$15,890.00","$7,583.18",,,,,,,,,,,"$1,766.50","$9,349.68",,"$6,540.32","$15,890.00","$7,583.18",,,2017-01-01,2017-03-29
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA03271&tabIndex=1,H0PA03271,"KELLY, GEORGE J JR",H,PA,3,REP,INCUMBENT,239 W PEARL ST,,BUTLER,PA,16001,"$91,000.00","$6,265.00","$97,265.00",,"$84,700.00",,"$181,965.00",,,,,$30.00,,,$1.26,"$181,996.26","$86,585.51",,,,,,,,,,,"$2,500.00","$89,085.51","$742,101.76","$835,012.51","$181,965.00","$86,555.51","$90,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS01131&tabIndex=1,H6MS01131,"KELLY, JOHN TRENT",H,MS,1,REP,INCUMBENT,438 EAST MAIN STREET,,TUPELO,MS,38804,"$49,350.00","$8,245.00","$57,595.00",,"$39,500.00",,"$97,095.00",,,,,,,,$1.48,"$97,096.48","$76,735.21",,,"$37,500.00",,,,,,,,,"$114,235.21","$146,887.15","$129,748.42","$97,095.00","$76,735.21",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL02172&tabIndex=1,H2IL02172,"KELLY, ROBIN",H,IL,2,DEM,INCUMBENT,PO BOX 6953,,CHICAGO,IL,60680,"$29,650.00","$14,505.56","$44,155.56",,"$45,800.00",,"$89,955.56",,,,,,,,$72.86,"$90,028.42","$50,245.32",,,,,,,,,,,"$4,045.05","$54,290.37","$394,085.20","$429,823.25","$89,955.56","$50,245.32",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MA04073&tabIndex=1,H2MA04073,"KENNEDY, JOSEPH P III",H,MA,4,DEM,INCUMBENT,PO BOX 590464,,NEWTON,MA,2459,"$191,475.50","$87,250.70","$278,726.20",,"$104,193.13",,"$382,919.33",,,,,$150.00,,,"$5,800.51","$388,869.84","$268,659.78",,,,,,,"$4,600.00",,,"$4,600.00",,"$273,259.78","$2,751,578.37","$2,867,188.43","$378,319.33","$268,509.78",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX07108&tabIndex=1,H8TX07108,"KERNER, DEBRA",H,TX,7,DEM,CHALLENGER,P.O. BOX 766,,BELLAIRE,TX,77402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8PA00254&tabIndex=1,S8PA00254,"KERNS JR, DALE RONALD",S,PA,0,LIB,CHALLENGER,608 DURYEA DRIVE,,SWARTHMORE,PA,19081,$430.00,"$1,954.00","$2,384.00",,,$592.00,"$2,976.00",,,,,,,,,"$2,976.00","$2,390.00",,,,,,,,,,,,"$2,390.00",,$586.00,"$2,976.00","$2,390.00",,,2016-11-16,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA12055&tabIndex=1,H4CA12055,"KHANNA, ROHIT",H,CA,17,DEM,INCUMBENT,159 BRANTA COMMON,,FREMONT,CA,94539,"$241,307.75","$10,972.24","$252,279.99",,"$2,000.00",,"$254,279.99",,,,,$413.80,,,$8.42,"$254,702.21","$139,915.62",,,,,,,$449.87,,"$2,000.00","$2,449.87","$1,100.00","$143,465.49","$55,091.87","$166,328.59","$251,830.12","$139,501.82","$130,448.63",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS04138&tabIndex=1,H8KS04138,"KIDWELL, ERIC JEFFREY MR.",H,KS,4,REP,OPEN,"225 NORTH MARKET, SUITE 100",,WICHITA,KS,67202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NV00050&tabIndex=1,H2NV00050,"KIHUEN, RUBEN",H,NV,4,DEM,INCUMBENT,P.O. BOX 458,,LAS VEGAS,NV,89125,"$139,393.48","$10,251.50","$149,644.98",$276.90,"$160,137.01",,"$310,058.89",,,,,,,,,"$310,058.89","$49,925.60",,,,,,,$142.00,,,$142.00,,"$50,067.60","$16,494.00","$276,485.29","$309,916.89","$49,925.60","$47,081.77",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI05119&tabIndex=1,H2MI05119,"KILDEE, DANIEL T.",H,MI,5,DEM,INCUMBENT,6450 FLAGSTONE CT.,,FLUSHING,MI,48433,"$69,165.00","$17,644.95","$86,809.95",,"$119,600.00",,"$206,409.95",,,,,,,,,"$206,409.95","$44,334.42",,,,,,,,,,,,"$44,334.42","$501,644.76","$663,720.29","$206,409.95","$44,334.42",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2WA06129&tabIndex=1,H2WA06129,"KILMER, DEREK",H,WA,6,DEM,INCUMBENT,PO BOX 1381,,TACOMA,WA,98402,"$168,800.00","$28,515.97","$197,315.97",,"$125,163.17",,"$322,479.14",,,,,,,,,"$322,479.14","$71,053.35",,,,,,,,,,,"$20,425.00","$91,478.35","$2,004,233.23","$2,235,234.02","$322,479.14","$71,053.35",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WI03099&tabIndex=1,H6WI03099,"KIND, RONALD JAMES",H,WI,3,DEM,INCUMBENT,"205 5TH AVENUE, ROOM 428",,LA CROSSE,WI,54601,"$82,979.42",,"$82,979.42",,"$232,000.00",,"$314,979.42",,,,,"$2,930.40",,,"$3,146.09","$321,055.91","$92,038.44",,,,,,,$50.00,,,$50.00,$400.00,"$92,488.44","$2,254,236.36","$2,482,803.83","$314,929.42","$89,108.04",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2ME00109&tabIndex=1,S2ME00109,"KING, ANGUS STANLEY JR",S,ME,0,IND,INCUMBENT,15 POTTER STREET,,BRUNSWICK,ME,4011,"$532,863.00","$127,869.00","$660,732.00",,"$148,000.00","$1,783.00","$810,516.00",,,,,,,,$14.00,"$810,530.00","$183,287.00",,,,,,,"$4,830.00",,,"$4,830.00",,"$188,117.00","$132,633.00","$755,046.00","$805,686.00","$183,287.00","$80,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NY03089&tabIndex=1,H2NY03089,"KING, PETE",H,NY,2,REP,INCUMBENT,1442 ROTH ROAD,,SEAFORD,NY,11783,"$54,525.00","$16,134.00","$70,659.00",,"$12,500.00",,"$83,159.00",,,,,"$3,317.81",,,"$1,082.72","$87,559.53","$75,680.10",,,,,,,,,,,"$11,460.00","$87,140.10","$2,668,111.58","$2,668,531.01","$83,159.00","$72,362.29",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IA05072&tabIndex=1,H2IA05072,"KING, STEVE MR.",H,IA,4,REP,INCUMBENT,3897 ESTHER AVENUE,,KIRON,IA,514488003,"$12,810.00","$12,237.16","$25,047.16",,"$9,250.00",,"$34,297.16",,,,,$224.64,,,,"$34,521.80","$83,085.99",,,,,,,,,,,,"$83,085.99","$126,603.15","$78,038.96","$34,297.16","$82,861.35",,,2017-01-01,2017-03-31
